cluster_id,cluster_size,cluster_content,center
357,24,isAffectedBy(4) isIneffectiveAgainst(2) isNotAffectedBy(2) isMainlyAffectedBy(2) areAffectedBefore(1) isMostAffectedBy(1) areUsuallyAffected(1) affectedAre(1) areMostlyAffectedBy(1) areAffectedIn(1) hasAffected(1) areAffectedPredominantlyIn(1) isAffectedDueToDamageTo(1) isNegativelyAffectedBy(1) areUsuallyAffectedIn(1) doesNotUsuallyAffect(1) appearToBeUnaffectedBy(1) isAffectedIn(1),isAffectedBy
358,23,isFacilitatedMostlyBy(2) isEffectiveIn(2) areEffectiveIn(2) isParticularlyEffectiveIn(1) inWhich(1) isParticularlyUsefulWhereOneIsInterestedInAnalyzing(1) benefitInVariantAnginaByCausing(1) isMainlyUsedAsAnAdjuvantTo(1) areEasyToHandleIn(1) isOftenProximalAndMayBeAsymmetricIn(1) isWidelyPrevalentIn(1) canBeUsedEffectivelyIn(1) providesEffectiveViewingOf(1) isOftenOfSecondaryOrAdjunctiveImportanceTo(1) isEffectiveInControlling(1) isEspeciallyAdvantageousWith(1) particularlyIn(1) canBeUsefulAdjunctIn(1) isMostEffectiveIn(1) isFavorableAsLongAsTheyDoNotDevelop(1),isParticularlyEffectiveIn
359,14,isDueToDeficiencyOf(8) isDeficientIn(2) areDueToInabilityOf(1) areDeficientInTheirAbilityToProduce(1) isAccumulatedDueToDeficiencyOf(1) occursDueToTheDeficiencyOf(1),isDueToDeficiencyOf
360,6,canBeStartedOn(1) neverStartIn(1) isUsuallyStartedAfter(1) areUsuallyStartedOn(1) wasStartedOn(1) areOftenInvolvedEarlyInTheCourse(1),areUsuallyStartedOn
361,10,isWellSuitedFor(3) isBestSuitedFor(2) areBestFor(1) areDesirableFrom(1) isNotProper(1) isMostAccurateFor(1) areSuitedFor(1),isWellSuitedFor
362,14,show(14),show
363,7,isSlowerThan(1) isFaster(1) is34Weeks(1) areSlowerThan(1) slower(1) isSlower(1) slowerIs(1),isSlower
364,19,canBeUsedFor(3) shouldBeUsed(2) canAlsoBeUsedFor(2) canBeUsed(2) shouldBeUsedFor(1) shouldBeUsedAt(1) shouldBeUsedWith(1) canBeUsedToStore(1) mayBeUsedTherapeuticallyToSilence(1) canAlsoBeUsed(1) notBeUsedToCement(1) canBeUsedWith(1) canBeSoldOnlyWith(1) shouldNotBeUsed(1),canAlsoBeUsed
365,8,hasAdvantage(2) haveDisadvantagesWith(1) hasDisadvantage(1) hasGreaterAutonomicSupplyThan(1) hasDisadvantages(1) takesAdvantageOf(1) hasAdvantageOver(1),hasDisadvantage
366,6,determines(4) determinesWhether(1) determined(1),determinesWhether
367,10,shouldBeIsolated(2) isIsolatedAndPurifiedFrom(2) isIndistinguishableFrom(1) areIsolatedIn(1) isIndependentOf(1) isMostLikelyIsolatedWhen(1) isIsolatedFrom(1) isTheMostAppropriateMethodOfIsolationDuring(1),isIsolatedFrom
368,13,examples(9) examplesAre(3) classicExample(1),examples
369,7,regulates(4) registers(1) servesToRegulate(1) regulate(1),regulate
370,18,canBeDoneBy(4) canBeDoneIn(3) canRepairBy(2) isAchievedBy(1) canBeAttemptedWith(1) canBeDoneAround(1) canNotBeDoneAs(1) haveMadePossible(1) canBeAchievedBy(1) willBeBypassedBy(1) canBeHardenedBy(1) canBeDone(1),canBeDoneBy
371,10,isMetabolizedBy(4) isExclusivelyMetabolizedBy(1) canBeMetabolizedBy(1) metabolizesInto(1) getMetabolizedIn(1) isMetabolizedToForm(1) isMetabolizedIn(1),isMetabolizedIn
372,9,reportedDuring(2) hasNotReported(1) reportedWith(1) reportedToDepartmentWith(1) reportedTo(1) reported(1) hasBeenReportedAs(1) isReportedly(1),reportedWith
373,15,introduced(2) detoxified(1) backed(1) featured(1) amends(1) ed(1) introducedIn(1) ingested(1) mentioned(1) vomited(1) advised(1) notices(1) recommendedIntroductionOf(1) introduces(1),introduced
374,12,isSecretedBy(4) controlsSecretionsBy(2) isSecretedIn(2) isNotSecretedIn(1) isRevealedBy(1) areSecretedIn(1) areSecreted(1),isSecretedIn
375,6,isPreservedIn(1) isAdjustedToKeep(1) isDesignedToKeepFilesAwayFrom(1) arePreservedDespite(1) activityIsPreservedIn(1) isDistortedButPreservedIn(1),isPreservedIn
376,7,linkedTo(3) isLinkedTo(2) areLinkedToEachOtherBy(1) ledTo(1),linkedTo
377,36,areSeenIn(36),areSeenIn
378,15,protectsAgainst(5) protect(1) hasLowProtectiveEfficacyAgainst(1) isMaximallyProtectiveAgainst(1) providesProtectionFor(1) isToProvideProtectionTo(1) helpsToProtectAgainst(1) hadToBeProtectedWith(1) offersNoProtectionAgainst(1) protectFrom(1) providesProtectionTo(1),providesProtectionTo
379,22,isFormedIn(7) areFormedIn(5) isAFormOf(2) isTheActiveFormOf(1) isTheMainIsoformExpressedIn(1) condenseToForm(1) areInTheFormOf(1) isInTheFormOf(1) areFormulatedIn(1) isCondensedToForm(1) canForm(1),isInTheFormOf
380,8,sensedBy(2) start(2) startBy(1) worksBy(1) helpBy(1) visualizedBy(1),startBy
381,6,isTheBestApproachIn(1) isTheBestApproachFor(1) isAnExcellentAlternativeTo(1) isBestToSupport(1) isStandardApproachTo(1) isAnExcellentAlternative(1),isTheBestApproachFor
382,7,isCausativeFor(5) isTheMostLikelyCausativeOrganism(1) isACausativeAgentFor(1),isCausativeFor
383,18,hasBeenPerformedIn(2) performedIn(2) shouldBePerformedAt(2) shouldBeSubmergedIn(1) shouldBePerformedToSee(1) decidesToOperate(1) performed(1) actingOnThisStageWillPrevent(1) mustBePerformedOn(1) shouldBeOperatedIn(1) decidesToOperateAPatientUnder(1) failsToRelaxWhen(1) shouldBePerformedFor(1) shouldBePerformedIn(1) shouldBePerformed(1),shouldBePerformedIn
384,12,proposed(4) proposes(1) plannedFor(1) wasProposedIn(1) proposedLater(1) wasPlanned(1) makesPlanFor(1) underWhichCommitteeMakesPlanFor(1) licensed(1),wasPlanned
385,11,describes(10) describe(1),describe
386,1,resemble(1),resemble
387,7,implies(5) explains(2),implies
388,6,includesStep(5) hasStep(1),hasStep
389,16,presentsAs(16),presentsAs
390,8,shouldBeLimitedTo(2) isLimitedBy(2) areLimitedTo(1) isSharplyLimitedTo(1) isLimitedTo(1) isLimitedFor(1),isLimitedTo
391,6,actAsASupportingMeshIn(6),actAsASupportingMeshIn
392,6,discovered(5) wasDiscoveredIn(1),wasDiscoveredIn
393,4,occursInCaseOf(2) canHappenInCaseOf(1) inCaseOf(1),inCaseOf
394,17,usedAs(13) storedAs(2) markedAs(1) referredToAs(1),usedAs
395,7,observedIn(3) obscures(1) obliterate(1) observed(1) observeOn(1),observedIn
396,4,specify(2) specializesIn(1) specifies(1),specifies
397,6,onInvestigationShows(3) isTheBestInvestigationDoneToDiagnose(1) isTheBestInvestigationToProve(1) isTheBestNoninvasiveInvestigation(1),isTheBestInvestigationDoneToDiagnose
398,30,isProducedBy(22) actByProductionOf(2) isProducedIn(1) isProducedWhen(1) isGeneratedBy(1) voiceIsProducedBy(1) isProducedAndPropagatedIn(1) isProducedOptimallyAt(1),isProducedBy
399,8,hasManifestationsIncluding(8),hasManifestationsIncluding
400,21,isDoneBy(12) isDoneDuring(2) isAccomplishedBy(1) isClosedBy(1) isCompletedBy(1) isDoneByUsing(1) doneBy(1) isDoneByMovingMaxillaIn(1) isDoneByMoving(1),isDoneBy
401,5,progressesWithSymptoms(5),progressesWithSymptoms
402,18,isPreventedBy(3) enablesSatisfactoryProtectionAgainst(2) isFixedToPrevent(1) isEssentialForPreventing(1) canBePreventedBy(1) canMinimizeOrPrevent(1) isUsedToPrevent(1) areEffectiveInPreventing(1) doesNotAlwaysPrevent(1) hasBeenFoundToPrevent(1) isAdvisableToDefer(1) workByInhibiting(1) forTheControlAndPreventionOf(1) canBeGivenToPrevent(1) isGivenToPrevent(1),isGivenToPrevent
403,2,isTheRateLimitingEnzymeOf(2),isTheRateLimitingEnzymeOf
404,5,wereEstimatedAt(2) providesEstimateFor(1) estimationInvolves(1) areUnsuitableForEstimationOf(1),providesEstimateFor
405,5,isUsedInManagementOf(4) inEmergentManagementOf(1),isUsedInManagementOf
406,7,isSecondaryTo(3) areSecondaryTo(1) occurSecondaryTo(1) isSeenSecondaryTo(1) developsSecondaryTo(1),areSecondaryTo
407,10,existAs(6) existsAs(1) exist(1) exists(1) existsOn(1),existsAs
408,18,contributesTo(7) mayContributeTo(4) contributeTo(3) contributesToTheDevelopmentOf(2) canBeDesignedToDistribute(1) donateElectronsTo(1),contributesTo
409,9,isIndicativeOf(3) areIndicativeOf(3) isIsotonicWith(2) areOftenIndicativeOf(1),isIndicativeOf
410,8,hasBranches(6) hasBranchesTo(1) hasThickBranchesTo(1),hasBranchesTo
411,7,isInhibitedBy(7),isInhibitedBy
412,19,isAddedTo(7) isAddedAlongWith(3) wasAddedTo(2) areAdded(1) wereAdded(1) areAddedTo(1) addedTo(1) areAddedIn(1) shouldBeAddedIn(1) toBeAddedTo(1),areAddedTo
413,12,canReveal(4) canShow(3) mayReveal(2) canDeliver(1) canGive(1) hasRevealed(1),canReveal
414,25,wasFoundToHave(7) wasFoundToBe(5) isFoundToHave(3) isFoundToBe(1) wereFoundToBe(1) areFoundToBe(1) haveFound(1) wereFoundInside(1) wereFoundToHaveAReducedIncidenceOf(1) wasMissing(1) areLostOnce(1) wasFoundToContain(1) wasFoundToBePresentIn(1),wereFoundToBe
415,19,isTakenFrom(3) isTaking(2) wasTaking(2) isTakenIn(2) isTaken(1) shouldBeTaken(1) isTakenTo(1) takenUpBy(1) isTakenFor(1) isAlwaysTakenAs(1) needNotAlwaysBeTakenAs(1) isUsedToTake(1) undertaken(1) hasBeenTaking(1),isTaken
416,7,haveDiameter(3) hasSize(2) hasExternalDiameter(1) sizeAndShapeChanges(1),haveDiameter
417,13,oftenOccursLaterIn(1) rarelyOccurAfter(1) occursOften(1) typicallyOccursAt(1) usuallyOccurIn(1) usuallyPresentIn(1) occasionallyCause(1) rarelyOccur(1) occursMostlyIn(1) typicallyIn(1) usuallyOccurs(1) occursMostlyDuring(1) willOccasionally(1),usuallyOccurIn
418,3,targets(3),targets
419,15,use(9) used(5) using(1),use
420,11,shouldBeRemovedInCaseOf(8) isNotRecommendedInCaseOf(1) shouldBeDoneInCaseOf(1) shouldNotBeUsedInCaseOf(1),shouldNotBeUsedInCaseOf
421,23,actsAs(17) suchAs(3) actsAsA(1) behavesAs(1) flowsAs(1),actsAsA
422,5,thereIs(3) thereAre(1) thereSNoEvidence(1),thereAre
423,8,dependsUpon(8),dependsUpon
424,9,hasSymptomsOf(4) symptomsInclude(2) hasSymptom(1) becomeSymptomaticAround(1) mainSymptomsInclude(1),hasSymptomsOf
425,8,hasRoleIn(4) doesNotPlayRoleIn(1) roleIn(1) playsLeastRoleIn(1) isOfNoRoleIn(1),hasRoleIn
426,5,reabsorb(2) absorbs(2) absorption(1),absorption
427,9,isPublishedIn(5) publishedBy(2) isPublishedBy(1) isPublishedOn(1),isPublishedBy
428,22,haveBeenWithTheUseOf(2) hasBeen(2) haveBeenWeakenedBy(1) hasBeenGiven(1) hasBeenDesignedFor(1) haveBeenAdvancedFor(1) hasBeenInUseIn(1) hasBeenInUseForMoreThan(1) hasHad(1) hasShown(1) hasBeenThereFor(1) hasAlreadyBeen(1) haveBeenUsed(1) hasAlsoBeenCalled(1) hasCompensated(1) hasBeenKnownToCause(1) hasBeenSuccessfullyTreatedFor(1) haveBeenUsedFor(1) hasProven(1) hasBeenUtilizedToDiminishAttacksIn(1),hasBeenGiven
429,10,isObservedIn(2) isMonitoring(1) reliablyVisualizes(1) shouldBeObservedFor(1) isAComplicationObservedWith(1) canBeBestObservedBy(1) isMostImportantToMonitor(1) isObservedOn(1) canBeObservedInCaseOf(1),isObservedOn
430,5,interactsWith(3) contacts(2),interactsWith
431,11,remains(5) remain(2) retains(2) itRemains(1) stops(1),retains
432,8,isTheLigandForReceptorsPresentIn(1) doesNotCauseAnyInhibitionOf(1) hasInhibitoryEffectOn(1) isUnderInhibitoryControlBy(1) exertsInhibitoryEffectOn(1) producesItsAntiarrhythmicEffectsBy(1) reactsNonenzymicallyWith(1) wasTheFirstEfficaciousAntiEpilepticIntroducedIn(1),hasInhibitoryEffectOn
433,20,isIndicatedIn(7) isInducedIn(2) isIndicatedToProduce(2) isImpaired(1) isStronglyIndicatedIn(1) hasIndications(1) isDocumentedIn(1) areIndicatedIn(1) isPostedIn(1) isRequiredToInduce(1) isDemonstratedIn(1) areContraIndicatedIn(1),areIndicatedIn
434,13,isAMethodOfAchieving(6) areBecoming(2) isAMethodOf(2) whileDoing(1) isAComplicationFollowing(1) isAMedicalEmergencyWithAMortalityOf(1),isAMethodOfAchieving
435,8,insertsTo(4) insertion(2) insertsInto(1) insertOn(1),insertsInto
436,18,isBestPerformed(1) isIntubatedBestBy(1) isBestMethodFor(1) isBestFluidFor(1) isBestForDetermining(1) isBestCheckedBy(1) isBestTreatedAs(1) isBestDoneBy(1) hasShownTheBestResultsIn(1) isBestAssessedBy(1) isBestMeasuredBy(1) isBestAvoidedIn(1) isBestAchievedWith(1) isBestIn(1) functionIsBestAssessedBy(1) isBestToReveal(1) areBestIdentifiedWith(1) isBestKnownFor(1),isBestAchievedWith
437,10,provide(8) providesAnswer(1) provided(1),providesAnswer
438,7,cannotMake(2) cannotDeclare(2) areUnableToMake(2) providesInstructionsForMaking(1),cannotMake
439,4,mostOfTheGrowthIsCompletedBy(2) supportsTheGrowthOf(1) areUsedToEvaluateGrowthChangesBySuperimposingOn(1),supportsTheGrowthOf
440,14,occursDueTo(13) occursDueToPresenceOf(1),occursDueTo
441,12,isContinuedFor(2) shouldBeRepeatedDuring(1) continuesFor(1) shouldBeContinued(1) continuesToHave(1) continues(1) shouldContinueWith(1) continuesAs(1) continuesAfter(1) shouldCompleteTheInfusionWithin(1) shouldContinue(1),shouldBeContinued
442,11,sufferedFrom(4) sufferFrom(4) suffersFrom(2) hadSufferedFrom(1),sufferedFrom
443,10,isRuledOutBecause(4) canBeEasilyRuledOutAs(1) canBeRuledOut(1) ruledOut(1) shouldBeRuledOutSince(1) shouldBeRuledOut(1) isRuledOutAs(1),canBeRuledOut
444,6,studied(2) isUsedToStudy(2) isBestStudyDesignToAssess(1) wantsToStudy(1),isUsedToStudy
445,12,isAnIndicationFor(9) isIndicationOf(2) isNotAnIndicationFor(1),isAnIndicationFor
446,16,isComposedOf(11) areComposedOf(2) isCondensedWith(1) compositionIs(1) reflectsCompositionOf(1),isComposedOf
447,21,form(19) informs(1) inform(1),informs
448,17,produce(17),produce
449,7,isUsedForManagementOf(3) usedForManagementOf(1) isEffectiveManagementFor(1) shouldNotBeUsedToControl(1) isUsedForAdministering(1),isUsedForManagementOf
450,6,hasComponent(3) hasComponents(2) hasProperty(1),hasComponent
451,11,isInnervatedBy(4) innervate(2) areInnervatedBy(2) innervates(1) innervatedBy(1) areExcitedBy(1),areInnervatedBy
452,10,isTheBestContraceptiveFor(1) drugOfChoiceForBurkholderiaCepacia(1) isTheDrugOfChoiceForTreatmentOfInfectionInvolving(1) isTheBestDrugToManage(1) isAnAlternativeToLinezolidForTheTreatmentOfPatientsWithAbsssiDueTo(1) isThePreferredAnticoagulantFor(1) isTheDrugOfChoiceForTheManagementAndProphylaxisOf(1) isUsedForProphylaxisAgainst(1) isTheMostCommonlyImplicatedDrugFor(1) suggestsThatParacetamolIsSafeToUseInAdultsInDividedDosesThatTotal(1),isTheDrugOfChoiceForTheManagementAndProphylaxisOf
453,5,possesses(4) possess(1),possess
454,12,appearsAs(4) appears(2) appearance(1) areApparent(1) appearsToMove(1) appearsToBe(1) appearAs(1) appearsToHave(1),appearsAs
455,6,hasImmunophenotype(4) isImplicatedInTheImmunopathogenesisOf(1) aH1Antihistaminic(1),hasImmunophenotype
456,8,occursWhen(7) occursApproximately(1),occursWhen
457,8,catalyzes(4) hydrolyzes(2) catalyse(1) catalyzesHydrolysisOf(1),catalyzes
458,15,doesNotHave(4) doesNotWant(3) hasIsomer(2) usuallyDoesNotHave(1) doesNotGive(1) doesNotAbolish(1) hasNo(1) doesNotCarry(1) doesNotWantToTake(1),doesNotHave
459,6,activate(4) establish(1) initiate(1),initiate
460,4,areSolubleIn(2) isNotSolubleIn(1) areInsolubleIn(1),areSolubleIn
461,41,isACauseOf(7) isBecauseOf(3) isAKnownCaseOf(2) isAComplicationOf(2) isAConditionOf(2) isAConvexityIn(2) isAConcavityIn(2) isAProtrusionOf(2) isConcentratedOn(1) isACommonComplicationOf(1) isALabelContaining(1) isAConditionCalled(1) isASubcategoryOf(1) isAStateOf(1) wasAKnownCaseOf(1) isBreathing(1) isASubCommitteeOf(1) isContingentOn(1) isACommonPhenomenonFollowing(1) isAStageOf(1) isNotACauseOf(1) isCornerstoneOf(1) asAConsequenceOf(1) areCiDuring(1) isAGuideTo(1) isCodonFor(1) wasAbleToDecide(1),isNotACauseOf
462,8,isAbsentIn(4) isWithout(2) areAbsentOn(1) areAbsentIn(1),isAbsentIn
463,9,areProneTo(3) isMostProneTo(1) areProneFor(1) isProneFor(1) areMostProneTo(1) areProneToCause(1) areMoreProneTo(1),areMostProneTo
464,10,isSaidToBe(3) provesToBe(1) areAssessedToBe(1) toBe(1) isSuspectedToBe(1) isShownToBe(1) areToBe(1) isToBeConductedWithRegardsTo(1),areToBe
465,6,dealsWith(5) showChemicalBondWith(1),dealsWith
466,6,release(2) releases(2) beginsWithReleaseOf(1) releasePredominantly(1),release
467,10,accumulatesIn(3) resultInAccumulationOf(2) enhanceCoagulationAt(1) accommodates(1) doesNotAccumulateIn(1) sendCollateralsToExcite(1) resultInAccumulationOfPrecursorsOf(1),accumulatesIn
468,17,proceedsFrom(2) proceedsTowards(2) predisposesTo(2) doesNotMoveTowards(1) willBeTowards(1) precede(1) isTheNextImmediateStepIn(1) runsBackwards(1) proceedsBy(1) succeededIn(1) descendsTo(1) isPushedBackwardsAndTendsToProduce(1) runsFrom(1) proceedTo(1),proceedTo
469,21,canBeCausedBy(15) mayBeCausedBy(2) appearsToBeCausedBy(1) mayPossiblyBeCausedBy(1) canBeCausedByAllExcept(1) canBeBroughtAboutBy(1),mayBeCausedBy
470,14,isUsually(5) areUsually(2) isMainly(1) isAlso(1) typicallyIs(1) isOften(1) areOften(1) areTypically(1) isNormally(1),areTypically
471,5,causesConversionFrom(5),causesConversionFrom
472,6,excludes(2) areRecordedExcluding(1) exclude(1) precludes(1) preclude(1),exclude
473,4,worsen(2) worsens(2),worsen
474,19,mayBeDueTo(6) mayOccurDueTo(2) mayBePulsatileBecauseOf(1) seemedToBe(1) canBeSeenDueTo(1) mayBeSeenDueTo(1) isSlowGrowingAndMayCause(1) mayBeAdditiveIn(1) isDueToMutationIn(1) toGetCorrectedEddAdd12Days4028With(1) mayBeRuptureOf(1) isProblematicDueTo(1) mayBeTriggeredBy(1),mayBeSeenDueTo
475,7,isRegulatedBy(3) isRegulatedAccordingTo(1) areRegulatedBy(1) helpToRegulate(1) isDownregulatedBy(1),areRegulatedBy
476,12,isACoenzymeFor(2) isTheCoenzyme(1) firstEnzymeToRiseIs(1) isTheBestPreferredBiochemicalMarkerFor(1) areExfoliated(1) acetylCholinesteraseLevel(1) theMainTargetForFluoroquinolones(1) areDefectiveEnzymeProductionIn(1) enzymeDeficientIs(1) isPrimarilyImportantInTheBiochemicalSynthesisOf(1) isAsTheNicotinamideRingOfCoenzymes(1),isACoenzymeFor
477,1,wasCalculated(1),wasCalculated
478,8,mayResultIn(5) mayResultInInjuryTo(1) mayResultInSeparationOf(1) mayResultFrom(1),mayResultFrom
479,9,isAdmittedWith(6) isAdmittedOn(1) mustBeSatisfiedBeforeAccepting(1) isPermittedUpto(1),isAdmittedOn
480,6,ensures(4) aids(1) exposes(1),ensures
481,5,canBeWorkedOutOnlyIfDataIsOn(3) canOnlyBeWorkedOutOn(1) willOnlyWorkIf(1),canOnlyBeWorkedOutOn
482,17,isAMarkerFor(3) isAMemberOf(2) areAResultOf(1) hasAResultOf(1) isATermFor(1) isAMechanismFor(1) isHeardAsAResultOf(1) isAMarkerOf(1) isAReferenceFor(1) hasAMeanOf(1) arisesAsAResultOf(1) arisesAsTheMonomerIsConvertedTo(1) isAMilestoneIn(1) areAMarkerFor(1),isAMarkerOf
483,10,converts(7) transforms(2) calculates(1),converts
484,18,areDrugOfChoiceIn(4) isDrugOfChoiceFor(3) isDrugOfChoiceIn(3) isTheDrugOfChoiceFor(2) presentlyRecommendedActInNationalDrugPolicyIs(1) inMorphineUse(1) isAdministeredToAchieveRapidActionOfDrugsHavingHigh(1) isPotentAndMediates(1) alternative3rdDrugForAdultsAndAdolescents(1) alternative3rdDrugForChildren10Years(1),isTheDrugOfChoiceFor
485,13,mayInclude(8) shouldInclude(2) shallNotInclude(1) canInclude(1) canAlsoInclude(1),canInclude
486,10,startsAt(3) beginAt(1) startsIn(1) startAt(1) startsEruptingAt(1) startsFrom(1) startsSecreting(1) startsFromTheAgeGroupOf(1),startAt
487,8,synapsesIn(2) relapseIsCausedBy(1) synapseOn(1) proceedToSynapseWith(1) saysAboutMitralValveProlapse(1) synapseIn(1) runParallelTo(1),synapseIn
488,1,arePopulatedMostCommonlyOn(1),arePopulatedMostCommonlyOn
489,12,isThrough(4) isExcretedThrough(1) isMainlyThrough(1) actingThrough(1) areThrough(1) areSpreadThrough(1) isGivenThrough(1) canBeSeenThrough(1) isCrushedAcross(1),areThrough
490,7,isUsedToMeasure(4) usedToMeasureResidualTearsIn(1) toMeasure(1) usedToMeasure(1),usedToMeasure
491,15,shouldBeDoneWith(1) shouldBeCompletedIn(1) shouldBeKept(1) shouldBeDone(1) shouldNotBeDelayed(1) shouldBeDoneAt(1) shouldBeDoneToKeep(1) shouldDo(1) shouldBeDoneTo(1) shouldBeDelayed(1) shouldNotBeDone(1) shouldBeDoneBefore(1) shouldBeDoneIf(1) shouldBeDoneBy(1) shouldBeDoneOn(1),shouldBeDone
492,7,isNotInfluencedBy(6) isInfluencedBy(1),isNotInfluencedBy
493,12,canOccurIn(5) canOccur(2) canOccurAfter(2) canOccurNear(1) canOccurInAnimalsBy(1) canOccurBy(1),canOccur
494,13,isUsedForSharpening(2) isMarkedWith(1) shouldBeMarkedAs(1) isMarkedBy(1) isANewMarkerFor(1) isATumorMarkerFor(1) haveAimMarkedAs(1) isMarkedIn(1) shouldBeMarked(1) marksAnImprovementOver(1) viralMarkersAreMeasuredToCheckFor(1) isTheBestMarkerFor(1),isMarkedWith
495,8,isManifestedBy(6) areManifestedIn(1) isTestedBy(1),isManifestedBy
496,8,needs(4) looks(2) necessitates(2),needs
497,5,corrects(5),corrects
498,10,exhibits(4) arrests(2) visits(1) visit(1) entitles(1) elicits(1),visits
499,10,isCombinedWith(5) combinesWith(3) combinedWith(1) isAReferencePlaneConstructedByJoining(1),combinedWith
500,7,isCapableOfBinding(2) helpsInBindingOf(1) isCapableOfBindingTo(1) bindsToActivate(1) worksByBindingWith(1) worksByBindingTo(1),worksByBindingTo
501,13,assesses(4) seeks(2) itReassures(1) asks(1) acquires(1) assumes(1) assess(1) seeksToAssess(1) assume(1),assess
502,15,canIncrease(3) haveIncreaseIn(3) isToIncrease(2) doesNotIncrease(2) isNoIncreaseIn(1) startsToIncrease(1) willIncrease(1) increasedIn(1) helpsIncreasing(1),isNoIncreaseIn
503,7,isIntermediateTo(4) isAnAlternativeTo(2) isComplementaryTo(1),isAnAlternativeTo
504,18,isUsedToTreat(8) treats(3) hasBeenCommonlyUsedToTreat(1) shouldBeUsedToTreat(1) isSuitableForTreating(1) usedIntravenouslyToTreat(1) canTreat(1) treat(1) isPreferredForTreating(1),shouldBeUsedToTreat
505,6,occur(5) occurred(1),occur
506,11,helpsInDiagnosisOf(5) callsOphthalmologistForConsultationFor(1) diagnosedWithTheHelpOf(1) cochlearPartIsFor(1) isUsedInCasesOfCornealOpacitiesToFindOutTheOptimalSiteFor(1) isHelpfulInDiagnosing(1) saysAboutPulmonaryStenosis(1),helpsInDiagnosisOf
507,3,isMostAbundantOrganicPhosphateIn(2) isConvertedByPlasmaPhosphatasesTo(1),isMostAbundantOrganicPhosphateIn
508,5,rangesFrom(2) canRangeFrom(1) rangeFrom(1) haveMeltingRangesBelow(1),rangeFrom
509,5,publishedIn(5),publishedIn
510,13,liesAbove(2) liesIn(2) liesBelow(1) liesAt(1) lieIn(1) liesWithin(1) liesBuccalTo(1) liesDown(1) liesBehind(1) liesInContactWith(1) liesInFrontOf(1),liesBelow
511,16,isDescribedAs(9) mayBeDescribedAs(2) areDescribedBy(1) describedIn(1) isDescribedIn(1) descendAs(1) describedAs(1),isDescribedAs
512,5,convergeOn(2) convergeToward(1) toward(1) tendToward(1),convergeToward
513,3,holds(2) holdWith(1),holdWith
514,6,mostCommonCauseOfDeathIs(2) isTheCommonestExtraRenalAbnormalityIn(1) has2ndMostCommonCauseOfDeath(1) hasTheMostCommonHematologicAbnormality(1) isTheMostCommonLeukemiaOf(1),hasTheMostCommonHematologicAbnormality
515,7,shouldBeTransfusedWith(2) wasToBeTransfusedWith(1) wasTransfusedIn(1) afterTransfusion(1) shouldBeTransfusedWithin(1) canBeUsedForTransfusionIfNecessaryWithin(1),wasTransfusedIn
516,6,permits(3) permitsUseOf(1) mandates(1) permitsIdentificationOf(1),permitsUseOf
517,10,shouldBeAttainedBy(4) shouldBeAssessedFor(1) isAssessedBy(1) shouldBeAccompaniedBy(1) canBeAssessedOn(1) shouldBeAssessed(1) bodyIsUnableToFightOff(1),shouldBeAssessedFor
518,6,rotate(2) resultsInRotationOf(1) theSlitIsRotatedInFrontOf(1) rotates(1) isRotatedIn(1),isRotatedIn
519,6,resembles(5) labels(1),resembles
520,4,isFreelyFiltered(3) isAnUltrafiltrateOf(1),isFreelyFiltered
521,5,aimToKnow(2) haveAim(1) isAimingTo(1) toKnowPositionAndIntegrityOf(1),isAimingTo
522,11,effectivelyTapersItselfFrom(1) conveysVisualImpulsesTo(1) aimsTo(1) aimsToEliminate(1) aimsToReduce(1) aimsToImprove(1) aimsToProvide(1) aimsToEnhanceSatisfactionOf(1) aimsAtImproving(1) aimsToApply(1) aimsToPreserve(1),aimsTo
523,2,haveLossOfFunctionMutationInvolving(2),haveLossOfFunctionMutationInvolving
524,3,isTheSecondMostCommonTumorToMetastasizeTo(1) isTheMostCommonTumorToMetastasizeTo(1) isTheMostCommonTumorAssociatedWith(1),isTheMostCommonTumorToMetastasizeTo
525,12,decrease(10) decreased(2),decrease
526,5,canSupportTheCirculationTo(1) mustMaintainTheCirculationFor(1) isAPureMotorNerveSupplyingMusclesOf(1) controlsMusclesOf(1) circadianRhythm(1),canSupportTheCirculationTo
527,5,mayCertify(5),mayCertify
528,22,occursAt(9) occursBy(6) occursAbout(2) occursTo(1) occursFrom(1) occursUnder(1) occurredAt(1) occurAt(1),occursFrom
529,13,originateIn(3) originateFrom(3) originatesFrom(3) origin(2) areasOfOriginInclude(1) descendsFrom(1),originateFrom
530,8,isEssentialToDiagnoseDiseasesOf(4) associatedDiseaseIs(1) diagnosis(1) isOneOfTheEtiologicalCausesOf(1) isIdentifiedOnPathologicalExaminationAs(1),isEssentialToDiagnoseDiseasesOf
531,4,moves(2) mutation(1) movesTo(1),moves
532,13,followsInjuriesTo(2) sustainedInjuryOf(1) isSeenAfterInjuryTo(1) inSeatBeltInjury(1) toAvoidInjuryTo(1) hadFractured(1) isInjuredDueTo(1) hasMaximumChancesOfInjuryDuring(1) injured(1) isCurvedBuccallyToPreventInjuryTo(1) isBecauseOfInjuryTo(1) minimizesInjuryTo(1),isBecauseOfInjuryTo
